version_event,source_id,quote_id,license_event,doi_event,crc_event,version_position,position_description,name_position,location_type,latitude,longitude,geometry,elevation,geonames_id,version_period,calendar,begin_year,begin_month_id,begin_month,begin_day_id,begin_day,begin_hour_id,begin_hour,begin_timestamp,end_year,end_month_id,end_month,end_day_id,end_day,end_hour_id,end_hour,end_timestamp,version_coding,codeset_id,codeset_description,category,path,node_id,node_label,scale_id,scale_label,value_id,value_label,value_index,average,variance,si_unit,si_average,si_variance
0,7374,118499,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,120431974ea3a18859e81dd3abbdc05a,0,,Mekka,location,21.422442447353,39.826187347221,,333,104515,0,gregorian,824,2,february,6,6,0,,"0824-02-06 00:00:00",824,3,march,5,5,0,,"0824-03-05 23:59:59",0,303237,Überschwmmung,hydrology,"hydrology/water level/flood",520,"flood extent",70,"flood extent",121,regional,1,,,,,
0,7374,121852,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,9ee5b911518fe65530428d669986f3a4,0,,Aleppo,location,36.1991,37.1569,"{""type"":""Point"",""coordinates"":[37.1569,36.1991]}",401,170063,0,gregorian,1752,5,may,18,18,0,,"1752-05-18 00:00:00",1752,5,may,31,31,0,,"1752-05-31 23:59:59",0,303255,"heiter ",climate,climate/temperature,237,"temperature level",1,"temperature level",1,warm,1,,,,,
0,7374,118814,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,4fa61859526c486d713dfed12319af92,0,,Sham,region,35,37,"{""type"":""Point"",""coordinates"":[37,35]}",,,0,gregorian,1048,6,june,16,16,0,,"1048-06-16 00:00:00",1049,6,june,4,4,0,,"1049-06-04 23:59:59",0,272183,Epidemien,society,"society/human health",572,"illnesses of humans",,,,,,,,,,
0,7374,118948,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,8e4ca7224234b3866175f312a7e1d612,0,,Mekka,location,21.422442447353,39.826187347221,,333,104515,0,gregorian,1308,1,january,0,,0,,"1308-01-01 00:00:00",1308,1,january,0,,0,,"1308-01-31 23:59:59",0,303261,"starke Teuerung",economy,economy/market/price,518,"price level",10,"price level",57,"high price",1,,,,,
0,7374,118539,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,292de3bceb9b15fc13c2d7232f33dbc8,0,,Mekka,location,21.422442447353,39.826187347221,,333,104515,0,gregorian,876,9,september,24,24,0,,"0876-09-24 00:00:00",877,9,september,12,12,0,,"0877-09-12 23:59:59",0,303239,"erreichte beinahe die Höhe",hydrology,"hydrology/water level",286,"water level value",,,,,,,,,,
0,7374,121856,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,b6b86148a64a9215d95863d2b85a693b,0,,Aleppo,location,36.1991,37.1569,"{""type"":""Point"",""coordinates"":[37.1569,36.1991]}",401,170063,0,gregorian,1752,5,may,30,30,29,afternoon,"1752-05-30 14:00:00",1752,5,may,30,30,29,afternoon,"1752-05-30 17:59:59",0,281316,"höchste Temperatur",climate,climate/temperature,237,"temperature level",1,"temperature level",,,,,,,,
0,7374,118919,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,1781bccdbb78aabe44e794ca085594b1,0,,Hedschas,region,22,40,"{""type"":""Point"",""coordinates"":[40,22]}",,,0,gregorian,1096,11,november,20,20,0,,"1096-11-20 00:00:00",1096,12,december,18,18,0,,"1096-12-18 23:59:59",0,303260,Überschwemmung,hydrology,"hydrology/water level/flood",356,"flood intensity",11,"flood intensity",61,"flood above average",2,,,,,
0,7374,118919,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,1781bccdbb78aabe44e794ca085594b1,0,,Hedschas,region,22,40,"{""type"":""Point"",""coordinates"":[40,22]}",,,0,gregorian,1096,11,november,20,20,0,,"1096-11-20 00:00:00",1096,12,december,18,18,0,,"1096-12-18 23:59:59",0,303260,Überschwemmung,hydrology,"hydrology/water level/flood",520,"flood extent",70,"flood extent",121,regional,1,,,,,
0,7374,118984,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,aa01027b608226bdc38a88577b0cfa2d,0,,Mekka,location,21.422442447353,39.826187347221,,333,104515,0,gregorian,1321,1,january,31,31,0,,"1321-01-31 00:00:00",1322,1,january,19,19,0,,"1322-01-19 23:59:59",0,303262,Teuerung,economy,economy/market/price,518,"price level",10,"price level",57,"high price",1,,,,,
0,7374,118984,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,aa01027b608226bdc38a88577b0cfa2d,0,,Mekka,location,21.422442447353,39.826187347221,,333,104515,0,gregorian,1321,1,january,31,31,0,,"1321-01-31 00:00:00",1322,1,january,19,19,0,,"1322-01-19 23:59:59",0,303262,Teuerung,economy,economy,714,"kind of goods",,,,,,,,,,
0,7374,118984,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,aa01027b608226bdc38a88577b0cfa2d,0,,Mekka,location,21.422442447353,39.826187347221,,333,104515,0,gregorian,1321,1,january,31,31,0,,"1321-01-31 00:00:00",1322,1,january,19,19,0,,"1322-01-19 23:59:59",0,303262,Teuerung,economy,"economy/kind of goods",336,food,,,,,,,,,,
0,7374,119053,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,35dedb82242724ef0c450164a4ebe6f9,0,,Mekka,location,21.422442447353,39.826187347221,,333,104515,0,gregorian,1337,12,december,4,4,24,"11 pm","1337-12-04 23:00:00",1337,12,december,5,5,0,,"1337-12-05 23:59:59",0,303263,"einige Menschen ertranken",society,"society/human health",91,"death of humans",,,,,,,,,,
0,7374,121862,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,a1a698254d501df14bc34992d7ebdcc6,0,,Aleppo,location,36.1991,37.1569,"{""type"":""Point"",""coordinates"":[37.1569,36.1991]}",401,170063,0,gregorian,1752,6,june,0,,0,,"1752-06-01 00:00:00",1752,6,june,0,,0,,"1752-06-30 23:59:59",0,303256,klar,climate,climate/clouds,153,"cloud cover",4,"cloud cover",34,"1/4: mostly sunny",1,,,n[],,
0,7374,119180,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,33d547da53d9f04d1606185df751d481,0,,Mekka,location,21.422442447353,39.826187347221,,333,104515,0,gregorian,1358,12,december,3,3,0,,"1358-12-03 00:00:00",1358,12,december,43,"end of month",0,,"1358-12-31 23:59:59",0,303264,flüchteten,society,"society/social problems",278,migration,,,,,,,,,,
0,7374,119837,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,bbc3758405b76aea9d51ee255da6953d,0,,Mekka,location,21.422442447353,39.826187347221,,333,104515,0,gregorian,1400,1,january,6,6,30,evening,"1400-01-06 18:00:00",1400,1,january,8,8,30,evening,"1400-01-08 19:59:59",0,303265,"goß 2 volle Tage lang in Strömen",climate,climate,94,precipitation,,,,,,,,,,
0,7374,119837,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,bbc3758405b76aea9d51ee255da6953d,0,,Mekka,location,21.422442447353,39.826187347221,,333,104515,0,gregorian,1400,1,january,6,6,30,evening,"1400-01-06 18:00:00",1400,1,january,8,8,30,evening,"1400-01-08 19:59:59",0,303265,"goß 2 volle Tage lang in Strömen",climate,"climate/precipitation/amount of precipitation",616,"shortterm precipitation",51,"shortterm precipitation",103,"very much precipitation",3,,,,,
0,7374,119837,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,bbc3758405b76aea9d51ee255da6953d,0,,Mekka,location,21.422442447353,39.826187347221,,333,104515,0,gregorian,1400,1,january,6,6,30,evening,"1400-01-06 18:00:00",1400,1,january,8,8,30,evening,"1400-01-08 19:59:59",0,303265,"goß 2 volle Tage lang in Strömen",climate,"climate/precipitation/precipitation type",117,rain,,,,,,,,,,
0,7374,121862,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,02f7cac9c7baf37cfff0635a6613350a,0,,Aleppo,location,36.1991,37.1569,"{""type"":""Point"",""coordinates"":[37.1569,36.1991]}",401,170063,0,gregorian,1752,6,june,0,,0,,"1752-06-01 00:00:00",1752,6,june,0,,0,,"1752-06-30 23:59:59",0,303257,"76° Fahrenheit",climate,climate/temperature,556,"temperature value",17,"degree fahrenheit",,,,76,1,Θ[K],297.59444444444,0.55555555555556
0,7374,119837,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,10d535b4bda5623e05c4d26a55cf0a34,0,,Mekka,location,21.422442447353,39.826187347221,,333,104515,0,gregorian,1400,1,january,6,6,30,evening,"1400-01-06 18:00:00",1400,1,january,8,8,30,evening,"1400-01-08 19:59:59",0,303266,"stieg eine Elle",hydrology,"hydrology/water level",286,"water level value",,,,,,,,,,
0,7374,120200,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,26d76d014f1ffab7ac56fe6b5c7c06ea,0,,Suwakin,location,19.1059,37.3321,"{""type"":""Point"",""coordinates"":[37.3321,19.1059]}",4,367544,0,gregorian,1412,4,april,13,13,0,,"1412-04-13 00:00:00",1414,2,february,22,22,0,,"1414-02-22 23:59:59",0,303269,Teuerung,economy,economy/market/price,518,"price level",10,"price level",57,"high price",1,,,,,
0,7374,121862,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,5590bef48ddd013aab1fcc7350e47c9b,0,,Aleppo,location,36.1991,37.1569,"{""type"":""Point"",""coordinates"":[37.1569,36.1991]}",401,170063,0,gregorian,1752,6,june,0,,0,,"1752-06-01 00:00:00",1752,6,june,0,,0,,"1752-06-30 23:59:59",0,303258,"heiter ",climate,climate/temperature,237,"temperature level",1,"temperature level",1,warm,1,,,,,
0,7374,119840,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,9e80c0b405ffd12b591bac4b030b0978,0,,Mekka,location,21.422442447353,39.826187347221,,333,104515,0,gregorian,1400,1,january,8,8,0,,"1400-01-08 00:00:00",1400,1,january,8,8,0,,"1400-01-08 23:59:59",0,303267,Überschwemmung,hydrology,"hydrology/water level/flood",356,"flood intensity",11,"flood intensity",61,"flood above average",2,,,,,
0,7374,119840,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,9e80c0b405ffd12b591bac4b030b0978,0,,Mekka,location,21.422442447353,39.826187347221,,333,104515,0,gregorian,1400,1,january,8,8,0,,"1400-01-08 00:00:00",1400,1,january,8,8,0,,"1400-01-08 23:59:59",0,303267,Überschwemmung,hydrology,"hydrology/water level/flood",520,"flood extent",70,"flood extent",121,regional,1,,,,,
0,7374,121872,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,cf71558a4ad827b22db0602d187d2dc9,0,,Aleppo,location,36.1991,37.1569,"{""type"":""Point"",""coordinates"":[37.1569,36.1991]}",401,170063,0,gregorian,1752,8,august,1,1,0,,"1752-08-01 00:00:00",1752,8,august,21,21,0,,"1752-08-21 23:59:59",0,303259,frisch,climate,climate/temperature,237,"temperature level",1,"temperature level",2,"normal temperature",0,,,,,
0,7374,119840,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,de51214148c880c5d3ce1a208b71ce1b,0,,Mekka,location,21.422442447353,39.826187347221,,333,104515,0,gregorian,1400,1,january,8,8,0,,"1400-01-08 00:00:00",1400,1,january,8,8,0,,"1400-01-08 23:59:59",0,303268,Säuleneinsturz,society,society/damages,584,"object of damage",,,,,,,,,,
0,7374,119840,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,de51214148c880c5d3ce1a208b71ce1b,0,,Mekka,location,21.422442447353,39.826187347221,,333,104515,0,gregorian,1400,1,january,8,8,0,,"1400-01-08 00:00:00",1400,1,january,8,8,0,,"1400-01-08 23:59:59",0,303268,Säuleneinsturz,society,"society/damages/cause of damage",607,"damaged by flooding",,,,,,,,,,
0,7374,120200,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,831d68435916880b7489365b819e23ec,0,,Jemen,country,15,47,"{""type"":""Point"",""coordinates"":[47,15]}",,,0,gregorian,1412,4,april,13,13,0,,"1412-04-13 00:00:00",1414,2,february,22,22,0,,"1414-02-22 23:59:59",0,303271,Regenmangels,climate,"climate/precipitation/amount of precipitation",96,"longterm precipitation",48,"longterm precipitation ",86,"very dry",-2,,,,,
0,7374,120200,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,c6497a2e980a232365a52bf724ca5411,0,,Suwakin,location,19.1059,37.3321,"{""type"":""Point"",""coordinates"":[37.3321,19.1059]}",4,367544,0,gregorian,1412,4,april,13,13,0,,"1412-04-13 00:00:00",1414,2,february,22,22,0,,"1414-02-22 23:59:59",0,303270,"Heuschreckenplage die Ernte vernichtet",society,"society/damages/object of damage",393,"damage to plants",,,,,,,,,,
0,7374,120200,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,c6497a2e980a232365a52bf724ca5411,0,,Suwakin,location,19.1059,37.3321,"{""type"":""Point"",""coordinates"":[37.3321,19.1059]}",4,367544,0,gregorian,1412,4,april,13,13,0,,"1412-04-13 00:00:00",1414,2,february,22,22,0,,"1414-02-22 23:59:59",0,303270,"Heuschreckenplage die Ernte vernichtet",society,"society/damages/cause of damage/damaged by vermin/damaged by insects",297,"damaged by locusts",,,,,,,,,,
0,7374,120200,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,2498257c56cafd838e44b7ac0f345ff7,0,,Jemen,country,15,47,"{""type"":""Point"",""coordinates"":[47,15]}",,,0,gregorian,1412,4,april,13,13,0,,"1412-04-13 00:00:00",1414,2,february,22,22,0,,"1414-02-22 23:59:59",0,303272,"Ernte wegen Regenmangels knapp ausgefallen",phenology,"phenology/plant phenology/agricultural work/harvest",434,"harvest quantity",6,"harvest quantity",40,"low harvest volume",-1,,,,,
0,7374,120328,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,786c16b0c198f82b52fec007ff7e1168,0,,Mekka,location,21.422442447353,39.826187347221,,333,104515,0,gregorian,1422,12,december,11,11,0,,"1422-12-11 00:00:00",1422,12,december,11,11,0,,"1422-12-11 23:59:59",0,303273,Überschwemmung,hydrology,"hydrology/water level/flood",520,"flood extent",70,"flood extent",121,regional,1,,,,,
0,7374,120328,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,786c16b0c198f82b52fec007ff7e1168,0,,Mekka,location,21.422442447353,39.826187347221,,333,104515,0,gregorian,1422,12,december,11,11,0,,"1422-12-11 00:00:00",1422,12,december,11,11,0,,"1422-12-11 23:59:59",0,303273,Überschwemmung,hydrology,"hydrology/water level/flood",356,"flood intensity",11,"flood intensity",61,"flood above average",2,,,,,
0,7374,120843,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,e5e18bfdd89ea021d88632113d8914c9,0,,Medina,location,24.469,39.61,"{""type"":""Point"",""coordinates"":[39.61,24.469]}",603,109223,0,gregorian,1481,11,november,5,5,0,,"1481-11-05 00:00:00",1481,11,november,5,5,0,,"1481-11-05 23:59:59",0,303274,"Großbrand ",society,"society/damages/cause of damage",90,"damaged by fire",,,,,,,,,,
0,7374,121889,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,7c2346d472a9138d752fbed45249d513,0,,Aleppo,location,36.1991,37.1569,"{""type"":""Point"",""coordinates"":[37.1569,36.1991]}",401,170063,0,gregorian,1752,9,september,18,18,0,,"1752-09-18 00:00:00",1752,9,september,30,30,0,,"1752-09-30 23:59:59",0,303292,abzukühlen,climate,climate/temperature,237,"temperature level",1,"temperature level",,,,,,,,
0,7374,122137,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,3929f3ad9db262f7296f547a86b74448,0,,Damaskus,location,33.5114,36.3066,"{""type"":""Point"",""coordinates"":[36.3066,33.5114]}",701,170654,0,gregorian,1760,2,february,18,18,0,,"1760-02-18 00:00:00",1760,3,march,21,21,0,,"1760-03-21 23:59:59",0,301942,"stürmischen Wind",climate,climate/wind,39,"wind force",2,"wind force",15,"8 bft: fresh gale",8,,,v[m/s],,
0,7374,121886,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,93d885f2f57396a56a357f95803603dd,0,,Aleppo,location,36.1991,37.1569,"{""type"":""Point"",""coordinates"":[37.1569,36.1991]}",401,170063,0,gregorian,1752,9,september,15,15,0,,"1752-09-15 00:00:00",1752,9,september,27,27,0,,"1752-09-27 23:59:59",0,281363,,climate,"climate/air pressure",526,"air pressure trend ",13,"air pressure trend",,,,,,,,
0,7374,121889,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,22728cfd94b258630ebc010b982bd349,0,,Aleppo,location,36.1991,37.1569,"{""type"":""Point"",""coordinates"":[37.1569,36.1991]}",401,170063,0,gregorian,1752,9,september,18,18,31,night,"1752-09-17 20:00:00",1752,9,september,30,30,31,night,"1752-09-30 05:59:59",0,303293,"Tau ",climate,"climate/precipitation/precipitation type",292,dew,,,,,,,,,,
0,7374,121893,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,dc36c48bcee4db0eec8ef4f5997eba49,0,,Aleppo,location,36.1991,37.1569,"{""type"":""Point"",""coordinates"":[37.1569,36.1991]}",401,170063,0,gregorian,1752,10,october,1,1,0,,"1752-10-01 00:00:00",1752,10,october,4,4,0,,"1752-10-04 23:59:59",0,303294,kühl,climate,climate/temperature,237,"temperature level",1,"temperature level",3,cool,-1,,,,,
0,7374,121899,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,99fb29d4c418b08327e795ac6b18bb8f,0,,Aleppo,location,36.1991,37.1569,"{""type"":""Point"",""coordinates"":[37.1569,36.1991]}",401,170063,0,gregorian,1752,10,october,16,16,0,,"1752-10-16 00:00:00",1752,10,october,16,16,0,,"1752-10-16 23:59:59",0,303295,"heftigen Windboen",climate,climate/wind,39,"wind force",2,"wind force",12,"6 bft: strong wind",6,,,v[m/s],,
0,7374,121905,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,fade08351acdedd434be2049636ee7ae,0,,Aleppo,location,36.1991,37.1569,"{""type"":""Point"",""coordinates"":[37.1569,36.1991]}",401,170063,0,gregorian,1752,10,october,24,24,29,afternoon,"1752-10-24 14:00:00",1752,10,october,24,24,29,afternoon,"1752-10-24 17:59:59",0,303296,Gewitterregen,climate,"climate/precipitation/precipitation type",307,thunderstorm,,,,,,,,,,
0,7374,120820,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,889fbc285767c3578cff46ab90e70e5f,0,,Barada,river,33.521779396454,36.250401735306,,,,0,gregorian,1480,3,march,14,14,0,,"1480-03-14 00:00:00",1480,3,march,14,14,0,,"1480-03-14 23:59:59",0,276929,,hydrology,"hydrology/water level/change of water level",760,"water level trend",93,"water level trend",143,"rising water level",1,,,,,
0,7374,119450,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,0b70257227202dd47ff8cf35ef68a08b,0,,Mekka,location,21.422442447353,39.826187347221,,333,104515,0,gregorian,1390,12,december,9,9,0,,"1390-12-09 00:00:00",1391,11,november,28,28,0,,"1391-11-28 23:59:59",0,303299,Seuche,society,"society/human health",572,"illnesses of humans",,,,,,,,,,
0,7374,119032,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,bfbb80d0831c6b8e85293525e5280c56,0,,Mekka,location,21.422442447353,39.826187347221,,333,104515,0,gregorian,1332,9,september,21,21,0,,"1332-09-21 00:00:00",1332,9,september,21,21,0,,"1332-09-21 23:59:59",0,303300,Gewitter,climate,"climate/precipitation/precipitation type",307,thunderstorm,,,,,,,,,,
0,7374,119032,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,bfbb80d0831c6b8e85293525e5280c56,0,,Mekka,location,21.422442447353,39.826187347221,,333,104515,0,gregorian,1332,9,september,21,21,0,,"1332-09-21 00:00:00",1332,9,september,21,21,0,,"1332-09-21 23:59:59",0,303300,Gewitter,climate,"climate/precipitation/amount of precipitation",616,"shortterm precipitation",51,"shortterm precipitation",103,"very much precipitation",3,,,,,
0,7374,119199,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,02e691aac81d1c0b23b8ca246d1dd030,0,,Kairo,location,30.0459,31.2628,"{""type"":""Point"",""coordinates"":[31.2628,30.0459]}",23,360630,0,gregorian,1362,10,october,21,21,0,,"1362-10-21 00:00:00",1363,10,october,9,9,0,,"1363-10-09 23:59:59",0,303301,"unzählige Menschen starben",society,"society/affected people",662,"quantity of people",67,"absolute quantity",114,many,3,,,n[],,
0,7374,119129,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,e6aff15f410f4cc2998684244b715bdd,0,,Ägypten,country,27,31,"{""type"":""Point"",""coordinates"":[31,27]}",,,0,gregorian,1348,4,april,1,1,0,,"1348-04-01 00:00:00",1349,3,march,21,21,0,,"1349-03-21 23:59:59",0,303302,"sehr viele Menschen starben",society,"society/human health",91,"death of humans",,,,,,,,,,
0,7374,119129,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,e6aff15f410f4cc2998684244b715bdd,0,,Ägypten,country,27,31,"{""type"":""Point"",""coordinates"":[31,27]}",,,0,gregorian,1348,4,april,1,1,0,,"1348-04-01 00:00:00",1349,3,march,21,21,0,,"1349-03-21 23:59:59",0,303302,"sehr viele Menschen starben",society,"society/affected people",662,"quantity of people",67,"absolute quantity",114,many,3,,,n[],,
0,7374,121743,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,48ef27c12c13586594e04cf797691aef,0,,"Irak - Westen",region,33,41,"{""type"":""Point"",""coordinates"":[41,33]}",,,0,gregorian,1751,11,november,6,6,0,,"1751-11-06 00:00:00",1751,11,november,6,6,0,,"1751-11-06 23:59:59",0,303303,"reichlich Regenwasser",climate,"climate/precipitation/amount of precipitation",616,"shortterm precipitation",51,"shortterm precipitation",100,"much precipitation",2,,,,,
0,7374,121749,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,f692aefe95aa4686e470b52563aa57f7,0,,"Irak - Westen",region,33,41,"{""type"":""Point"",""coordinates"":[41,33]}",,,0,gregorian,1751,11,november,13,13,15,"2 pm","1751-11-13 14:00:00",1751,11,november,13,13,15,"2 pm","1751-11-13 14:59:59",0,303325,Gewitterregen,climate,"climate/precipitation/precipitation type",117,rain,,,,,,,,,,
0,7374,119265,cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,03619f2bea89f52cb606e429fe86b6c9,0,,Sinjar,location,36.3209,41.87656,"{""type"":""Point"",""coordinates"":[41.87656,36.3209]}",517,448149,0,gregorian,1374,5,may,14,14,0,,"1374-05-14 00:00:00",1374,6,june,11,11,0,,"1374-06-11 23:59:59",0,303304,"Viele Menschen kamen dabei ",society,"society/human health",91,"death of humans",,,,,,,,,,
