version_quote,source_id,quote_id,text,page,comment_quote,license_quote,doi_quote,language_quote,crc_quote
0,7374,120843,"★Blitzschlag nach einem Gewitter führte am 5.11.1481 zu einem Großbrand in Madina.［IDy, S. 160; Wüs, III, S. 227］★ ↵{#Tambora/Link/Source /Id(3060) /Text(IDy, S. 160) #}↵{#Tambora/Link/Source /Id(3088) /Text( Wüs, III, S. 227) #}",DONE,{GrotzfeldQuoteId/2380},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,a6a92ebb7fb31a34525bc7876353a5cb
0,7374,121889,"*Nach dem Regenschauer am 18.9. begann es allmählich abzukühlen, besonders in den Nächten. Häufig gab es einen Durchzug von Wolkenfeldern, nächtlichen Tau und weiterhin Westwinde, jedoch schwächer als im Vormonat.[Rus, I, App, XIII]* ↵{#Tambora/Link/Source /Id(3109) /Text(Rus, I, App, XIII) #}",DONE,{GrotzfeldQuoteId/3445},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,b7825eaa17dc1c5dfdc14c5bb5b586f8
0,7374,122137,"*Mitte Rajab [18.2.-18.3.1760] gab es vier Tage und vier Nächte ununterbrochen stürmischen Wind, der viele Bäume entwurzelte. Damit einher ging eine Teuerung von Lebensmitteln: das Ratl Brot kostete 5 Dirham, das Ratl Auberginen 25 Dirham, das Ratl Zwiebeln 9 Dirham, das Ratl Fleisch war für 1 Qirsh und ein Viertel [25-Piaster-Stück?] nicht zu finden, das Ratl Butterschmalz kostete 1,5 Qirsh und ein Viertel.[Bud, S. 227]* ↵{#Tambora/Link/Source /Id(3048) /Text(Bud, S. 227) #}",DONE,{GrotzfeldQuoteId/3697},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,68490f4bee3496e8953e5ea3605ab881
0,7374,121886,"*Der niedrigste Barometerstand des September von 28,7 wurde zwischen dem 15. und 27.9.1752 verzeichnet.[Rus, i, App, XIII]* ↵{#Tambora/Link/Source /Id(3109) /Text(Rus, i, App, XIII) #}",DONE,{GrotzfeldQuoteId/3442},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,812bfb9b5dd268b58f7f5d15bd60e51c
0,7374,121893,"*Zwischen dem 1.-4.10.1752 war es kühl, häufig bewölkt und es wehte ein frischer Westwind.[Rus, I App XIII-XIV]* ↵{#Tambora/Link/Source /Id(3109) /Text(Rus, I App XIII-XIV) #}",DONE,{GrotzfeldQuoteId/3449},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,cb5feaec3c91b9c36a68a5055fc8ed4e
0,7374,121899,"*Am 16.10.1752 gab es große, schwere Bewölkung mit heftigen Windboen, die große Staubwolken aufwirbelten.[Rus, I, App, XIII-XIV]* ↵{#Tambora/Link/Source /Id(3109) /Text(Rus, I, App, XIII-XIV) #}",DONE,{GrotzfeldQuoteId/3454},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,7169cc90157233f62a2c21f3dcd6b388
0,7374,121905,"*Nach einer kurzen Aufklärung gab es am Nachmittag heftigen Gewitterregen und auch abends regnete es viel.[Rus, I, App, XIII-XIV]* ↵{#Tambora/Link/Source /Id(3109) /Text(Rus, I, App, XIII-XIV) #}",DONE,{GrotzfeldQuoteId/3460},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,ac53fe89834f41862c48fad5d331d443
0,7374,120820,"★Am 14.3.1480 wehte ein heftiger Wind in Damaskus, der Fluß stieg an und die Obstbäume schlugen aus und trieben Blüten.［ITu, I, S. 5］★ ↵{#Tambora/Link/Source /Id(3070) /Text(ITu, I, S. 5) #}",DONE,{GrotzfeldQuoteId/2356},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,22d05042407a011af122146284ccbeeb
0,7374,119450,"*Im Jahre 793 H. [09.12.1390-28.11.1391] wurde Mekka von einer Seuche befallen, so daß bis zu 40 Menschen täglich starben.[Wüs, II, S. 316]* ↵{#Tambora/Link/Source /Id(3088) /Text(Wüs, II, S. 316) #}",DONE,{GrotzfeldQuoteId/967},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,a54d252d19f7dd61c17589e765ca2338
0,7374,119032,"*Am 21.09.1332 gab es in Mekka einen heftigen Gewitterregen; zwei Männer wurden vom Blitz erschlagen.[Wüs, II, S. 305]* ↵{#Tambora/Link/Source /Id(3088) /Text(Wüs, II, S. 305) #}",DONE,{GrotzfeldQuoteId/544},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,f2785232839aca6727469d63d41fe5d4
0,7374,119199,"*Im Jahr 764 H. [21.10.1362-09.10.1363] herrschte in Ägypten die Pest; unzählige Menschen starben.[IIy, I/2, S. 6]* ↵{#Tambora/Link/Source /Id(3063) /Text(IIy, I/2, S. 6) #}",DONE,{GrotzfeldQuoteId/710},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,202b4a8c21cf2d299859736769072bd5
0,7374,119129,"*Im Jahr 749 H. [01.04.1348-21.03.1349] herrschte in Ägypten die Pest; von dort breitete sie sich in alle anderen Länder aus, und sehr viele Menschen starben. Außerdem stiegen die Preise, da das Land unbewässert blieb und nur wenig ausgesät wurde, da viele Bauern starben. Eine Rawiya Wasser kostete 12 Dirham, ein Irdabb Weizenmehl 15 Dirham. Die Preise stiegen immer weiter, bis eine Wayba Weizen 200 Dirham kostete. Durch die Seuche und die Teuerung war Ägypten dem Untergang nahe.[IIy, I/1, S. 523 u. 530]* ↵{#Tambora/Link/Source /Id(3063) /Text(IIy, I/1, S. 523 u. 530) #}",DONE,{GrotzfeldQuoteId/640},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,7237db699a6e4b7d289720b4764162f8
0,7374,121743,"*Die Karawane fand bei Batn Fardah (al-Furdah) reichlich Regenwasser vor; tagsüber wehte Westwind und es war sehr warm. Nachts herrschten angenehm kühle Temperaturen.[Car, S. 149]* ↵{#Tambora/Link/Source /Id(3099) /Text(Car, S. 149) #}",DONE,{GrotzfeldQuoteId/3300},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,710046c94358cc66f1d74fb83c62cd4d
0,7374,121749,"*Am 13.11.1751 wehte bei Ard al-Muhammadi ein leichter Nordost-Wind. Der Himmel war dunkel bewölkt und um 14 Uhr ging ein Gewitterregen nieder.[Car, S. 157]* ↵{#Tambora/Link/Source /Id(3099) /Text(Car, S. 157) #}",DONE,{GrotzfeldQuoteId/3306},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,8819e1750d0125fb6fa31969c6e758e2
0,7374,119265,"*Im Dhu 'l-Hijja [14.05.-11.06.1374] kamen die Nachrichten, daß in Sinjar [Stadt in der Jazira/Nordirak, ca. 100 km westlich von Mossul] ein heißer Wind geweht hatte, der die Blätter der Bäume verbrannte. Viele Menschen kamen dabei um.[Maq, III, S. 226; IIy, I/2, S. 127]* ↵{#Tambora/Link/Source /Id(2866) /Text(Maq, III, S. 226) #}↵{#Tambora/Link/Source /Id(3063) /Text( IIy, I/2, S. 127) #}",DONE,{GrotzfeldQuoteId/775},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,d8616ca16f8552a9f6f0e5c10ea5a743
0,7374,121744,"*Am 7.11.1751 nahm die Karawane Kurs Südost Richtung Manelyal-Gebirge (Bergland südlich von al-Qaym?). Es wehte ein leichter Westwind bei klarem,freundlichem Wetter. Nachts war es angenehm kühl.[Car, S. 151]* ↵{#Tambora/Link/Source /Id(3099) /Text(Car, S. 151) #}",DONE,{GrotzfeldQuoteId/3301},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,1cc8df0611f497ae1da7570d7960c250
0,7374,122671,"*Am 14.10.1814 wehte ein kalter Nordwest-Wind, der sich am Nachmittag verstärkte. Es war wolkig, der Himmel verfinsterte sich; es blitzte und donnerte. Danach gab es eine halbe Stunde starken Regen, so daß die Gassen und Straßen zu Flüssen wurden.[Gab, IV, S. 214]* ↵{#Tambora/Link/Source /Id(3051) /Text(Gab, IV, S. 214) #}",DONE,{GrotzfeldQuoteId/4239},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,80a05b604e8fad9130d38da8a0925b2b
0,7374,121754,"*Am 17.11.1751 wehte bei Ukhaydir ein frischer Wind aus nordwestlicher Richtung. Es war dunkel und neblig. Um 14 Uhr setzte Regen ein und es nieselte die ganze Nacht hindurch weiter.[Car, S. 160]* ↵{#Tambora/Link/Source /Id(3099) /Text(Car, S. 160) #}",DONE,{GrotzfeldQuoteId/3311},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,c96e6fa66e88d8bddba90b31709a0429
0,7374,119282,"★Mitte des Monats Jumada II ［ab 21.11.1374］ begann in Kairo und ganz Ägypten die Seuche. Wegen der Teuerung und der Lebensmittelknappheit verhungerten viele Arme. Trotz der Teuerung stiegen die Arbeitslöhne nicht, sondern blieben, wie sie waren.［Maq, III, S. 233 f.］★ ↵{#Tambora/Link/Source /Id(2866) /Text(Maq, III, S. 233 f.) #}",DONE,{GrotzfeldQuoteId/793},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,186a6c9c87eb93b351046488da40ed29
0,7374,121766,"*Am 23.11.1751 fiel um 4 Uhr morgens eine halbe Stunde lang heftiger Regen. Nachts war es extrem kalt und frostig.[Car, S. 168-169]* ↵{#Tambora/Link/Source /Id(3099) /Text(Car, S. 168-169) #}",DONE,{GrotzfeldQuoteId/3323},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,dcd8be09dff5a40ab2f8309f0991b088
0,7374,121768,"*Am 25.11.1751 herrschte bei Abu Maris(?) kaltes, rauhes Wetter. Es wehte ein frischer Süd-Südost-Wind und es fiel Sprühregen.[Car, S. 170]* ↵{#Tambora/Link/Source /Id(3099) /Text(Car, S. 170) #}",DONE,{GrotzfeldQuoteId/3325},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,52f11840b3ad509836a33fc08dc79d3a
0,7374,120223,"★Ende Safar ［27.9.-26.10.1413］ herrschte in Kairo und Damaskus wahrscheinlich Kälte, weil die Grippe sich verbreitete; daher wurden Zucker und süße Öle teurer.［IHa, VII, S. 114］★ ↵{#Tambora/Link/Source /Id(3062) /Text(IHa, VII, S. 114) #}",DONE,{GrotzfeldQuoteId/1754},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,6487c1dc05a4fc15f78ac7e78d97be9b
0,7374,134952,"*Die Morgentemperatur betrug zwischen dem 21.-28.6.1752 80° Fahrenheit [33° Celsius], bei sehr auffrischendem Wind 77° Fahrenheit [25° Celsius].[Rus, I, App, XII]*↵{#Tambora/Link/Source /Id(3109) /Text(Rus, I, App, XII) #}",DONE,{GrotzfeldQuoteId/3415},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,f13561780ca1609c6951e5f03aaf1b35
0,7374,120224,"*Im Frühjahr 1413 verteuerten sich der Pfeffer und die Leinenstoffe.[IHa, VII, S. 76]* ↵{#Tambora/Link/Source /Id(3062) /Text(IHa, VII, S. 76) #}",DONE,{GrotzfeldQuoteId/1755},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,4e4c0ff26f23ec876c0e64221efab7c9
0,7374,119070,"*In der Nacht vom 24. auf Di, 25.04.1340, gab es einen Großbrand in Damaskus um die Omayyadenmoschee; dabei verbrannte deren östliches Minarett und einige zur Moschee gehörige Gebäude. [Nach Dhahabi und Shuja'i hatten die Christen diese Brände gelegt.][Zet, S. 209; Dha, II, S. 246; Sug, II, S. 101 f.]* ↵{#Tambora/Link/Source /Id(3049) /Text( Dha, II, S. 246) #}↵{#Tambora/Link/Source /Id(3091) /Text(Zet, S. 209) #}↵{#Tambora/Link/Source /Id(3082) /Text( Sug, II, S. 101 f.) #}",DONE,{GrotzfeldQuoteId/582},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,6061978aa5c0475048fb9030ff8c020e
0,7374,121919,"*Vom 11.-23.11.1752 gingen die morgendlichen Temperaturen auf 49° Fahrenheit [9° Celsius] zurück; bei frostigem Wetter auf 46° Fahrenheit [8° Celsius].[Rus, I, App, XIV-XV]* ↵{#Tambora/Link/Source /Id(3109) /Text(Rus, I, App, XIV-XV) #}",DONE,{GrotzfeldQuoteId/3474},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,6413415d40e80c0eac14174b2d21e345
0,7374,121933,"*Vom 1.-10.12.1752 war es bedeckt. Morgens gab es häufig Nebel und an zwei Tagen regnete es. Die Morgentemperaturen in diesen Tagen gingen von 54° Fahrenheit [12° Celsius] auf 49° Fahrenheit [9° Celsius] zurück.[Rus, I, App, XV]* ↵{#Tambora/Link/Source /Id(3109) /Text(Rus, I, App, XV) #}",DONE,{GrotzfeldQuoteId/3488},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,bac3d0a94ce237dce06442300d637b8d
0,7374,121984,"*Vom 1.-10.3.1753 wehte ein Südost- oder Ost-Wind.[Rus, I, App, XVII]* ↵{#Tambora/Link/Source /Id(3109) /Text(Rus, I, App, XVII) #}",DONE,{GrotzfeldQuoteId/3542},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,1a1daaaac17a0bcd555f548f8e21598d
0,7374,122018,"*Im April wehte meist ein mäßiger Wind, überwiegend aus West oder Südwest.[Rus, I, App, XVII-XVIII]* ↵{#Tambora/Link/Source /Id(3109) /Text(Rus, I, App, XVII-XVIII) #}",DONE,{GrotzfeldQuoteId/3577},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,f2b9c6ddf80c9a57e0658d3d871e76eb
0,7374,122028,"*Zwischen dem 16. und 28.5.1753 war es abends bei Windstille bewölkt.[Rus, I, App, XVIII]* ↵{#Tambora/Link/Source /Id(3109) /Text(Rus, I, App, XVIII) #}",DONE,{GrotzfeldQuoteId/3588},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,77f7449ac10df147cf6672d8cb579842
0,7374,121987,"*Vom 10.-31.3.1753 wehte ein West- oder Südwest-Wind, überwiegend mäßig, am Nachmittag auffrischend.[Rus, i, App, XVII]* ↵{#Tambora/Link/Source /Id(3109) /Text(Rus, i, App, XVII) #}",DONE,{GrotzfeldQuoteId/3545},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,29ca6871e32194bcb738d7db5320e9bb
0,7374,122034,"*Insgesamt wehten im Mai 1753 leichte Südost- oder Ostwinde oder frische Westwinde. Der höchste Barometerstand im Mai betrug 28,8,; der niedrigste lag bei 28,7 [keine genauen Daten angegeben].[Rus, I, App, XVIII]* ↵{#Tambora/Link/Source /Id(3109) /Text(Rus, I, App, XVIII) #}",DONE,{GrotzfeldQuoteId/3594},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,2403291058946265d770656357781f91
0,7374,122057,"*Häufige Windstürme zwischen dem 8. und 16.9.1753 wirbelten Sandwolken auf. Wolken zogen durch und im Westen oder Nordwesten erschienen Blitze am Himmel. Dies waren Vorboten des Regens.[Rus, I, App, XX]* ↵{#Tambora/Link/Source /Id(3109) /Text(Rus, I, App, XX) #}",DONE,{GrotzfeldQuoteId/3617},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,f1d97ebbf62292295046935416109334
0,7374,122063,"*Vom 20.-24.9.1753 war es klar und heiter. Anschließend verstärkte sich der Wind und es erschienen Staubwolken [kein genauer Zeitraum angeführt].[Rus, I, App, XX]* ↵{#Tambora/Link/Source /Id(3109) /Text(Rus, I, App, XX) #}",DONE,{GrotzfeldQuoteId/3623},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,15eca18df0b30e9b9394e5e5d8b28b28
0,7374,121967,"*Im Januar 1753 wehte vorwiegend ein mäßiger Ost-Nordost-Wind.[Rus, I, App, XV-XVI]* ↵{#Tambora/Link/Source /Id(3109) /Text(Rus, I, App, XV-XVI) #}",DONE,{GrotzfeldQuoteId/3524},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,a12c6fbea4634357ad08a04a3d91ade8
0,7374,121946,"*Im Dezember 1752 herrschte ein mäßiger Ost-Nordost-Wind vor.[Rus, I, App, XV]*  ↵{#Tambora/Link/Source /Id(3109) /Text(Rus, I, App, XV) #}",DONE,{GrotzfeldQuoteId/3502},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,99831061b7bc619a4fecb7af0214139c
0,7374,121898,"*Zwischen dem 16.-20.10.1752 wehte ein frischer Süd-Südwestwind.[Rus, I, App, XIII-XIV]* ↵{#Tambora/Link/Source /Id(3109) /Text(Rus, I, App, XIII-XIV) #}",DONE,{GrotzfeldQuoteId/3453},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,7ab4d7abb93fd0030a94a569aef16ef6
0,7374,122043,"*Vom 15.-22.7.1753 war es heiter und klar, windstill und heiß.[Rus, I, App, XIX]* ↵{#Tambora/Link/Source /Id(3109) /Text(Rus, I, App, XIX) #}",DONE,{GrotzfeldQuoteId/3603},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,2e561934151b767324f1a075511acc0a
0,7374,122045,"*Zum Monatsende wurde es wieder heiß. Die Windstärke nahm ab und die Windrichtung änderte sich in Süd oder Nord.[Rus, I, App, XIX]* ↵{#Tambora/Link/Source /Id(3109) /Text(Rus, I, App, XIX) #}",DONE,{GrotzfeldQuoteId/3605},cc-by-sa,10.6094/tambora.org/2016/c156/csv.zip,,28c7dc32c026f51a6e2f5f87396c05f7
